company,contactName,contactRole,email,phone,altPhone,industry,address,city,state,postalCode,country,timezone,companySize,employeeCount,locationCount,annualRevenue,yearFounded,originalWebsite,currentWebsite,googleRating,googleReviewCount,googleMapsUrl,instagramUrl,facebookUrl,linkedinUrl,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,notes,tags,doNotContact,doNotContactReason,leadScore,vercelPassword,invoicePdfUrl,painPoints,painPoint1,painPoint2,painPoint3,essentialPoint1,essentialPoint2,essentialPoint3,upsellPoint1,upsellPoint2,estimatedValue,lowestEstimate,highestEstimate,dateAdded,mockupUrl,clientTakenOn,nextFollowUp,assignedTo
Maitre & Crabtree Dental,,,info@mobilealabamadentistry.com,(251) 343-1007,,Cosmetic dentistry,,Mobile,AL,,USA,America/Chicago,small,,,,,https://mobilealabamadentistry.com,"Case work exists and is two menus deep. No price range anywhere, and booking a consult means ringing during office hours — at the moment somebody decides to spend fifteen thousand dollars on their teeth.",,,,,,,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Maitre & Crabtree Dental. Got as far as a phone number and a form.

They don't call in the morning. They keep scrolling and someone else does the case.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Maitre & Crabtree Dental and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Here it is — Maitre & Crabtree Dental, as promised.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Cosmetic dentistry in Mobile, AL. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;cosmetic-dentistry;AL;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","Case work buried: a smile-makeover patient researches for months alone at night, and the before-and-afters are two menus deep.",No price range anywhere: the biggest case of the month wants a number before they will pick up the phone.,Booking that needs the front desk awake: the consult request that would have come in at nine at night never comes in at all.,"Case gallery up front: filterable by treatment, sized for a phone.","A price range said out loud: in real numbers, with financing mentioned before they ask.",Consult booking on the same screen: not behind a form that goes to an inbox.,Financing pre-qualification: the objection handled before the call.,"Automated recall and reactivation: the patients you already have, coming back.",12000,"$6,000","$22,000",06082026,,,,
KJ Relaxin Medical Spa,,,info@kjrelaxinmedicalspa.com,(605) 799-3644,,Med spa,,Sioux Falls,SD,,USA,America/Chicago,small,,,,,https://kjrelaxinmedicalspa.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: the booking you lost last night

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. KJ Relaxin Medical Spa won on reviews. Then booking meant calling in the morning.

That's the sale, right there. She books wherever the button is, and you never find out you lost her.

Booking belongs on the homepage, next to the reviews, working at midnight.

Let me build it for you. A real homepage for KJ Relaxin Medical Spa, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Sioux Falls, SD. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;SD;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
Stier Construction Company,,,info@builderswilmingtonnc.com,(910) 264-1410,,Custom home building,,Wilmington,NC,,USA,America/New_York,small,,,,,https://builderswilmingtonnc.com,"The portfolio is the entire sale and it is presented small, slow and desktop-first. No price band, and nothing explaining how the process works, which is the real fear with a custom build.",,,,,,,cold-outreach,researched,"Subject: the inquiry that wasted your Tuesday

Hi [First Name],

Looked at Stier Construction Company as a client would in Wilmington: trying to find the project that matches my lot and my number. Gave up before I found it.

That's a real project deciding you're not the one, on no evidence either way.

Portfolio filterable by budget band, style and scope. Inquiry that asks about the lot, the number and the timing.

Let me build it for you. A real homepage for Stier Construction Company, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Portfolio filterable by budget, style and scope — so a couple with a specific project finds theirs in about nine seconds. Inquiry that arrives with the lot, the number and the timing on it.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: what do you wish every inquiry told you before you called them back?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Custom home building in Wilmington, NC. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;custom-home-building;NC;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio is the entire sale and it is presented badly: a phone-sized gallery of finished homes is what wins a build.,No price band anywhere: a client with a budget cannot tell whether you are their builder or twice their budget.,"Nothing about how the process works: the fear with a custom build is the unknown, not the price.","Portfolio built for a phone: full-bleed, fast, filterable by style and size.","A price band stated out loud: per square foot or per project, so the wrong enquiries stop.",The process explained: what happens between the first meeting and the keys.,Client build portal: selections and progress without the weekly phone call.,Land and lot listings: the enquiry that starts before there is a plan.,22000,"$12,000","$35,000",06082026,,,,
Wild West Landscape Designs,,,info@wildwest-landscapedesigns.com,(865) 448-5155,,Landscape design build,,Knoxville,TN,,USA,America/New_York,small,,,,,https://wildwest-landscapedesigns.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Went through Wild West Landscape Designs' work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Wild West Landscape Designs, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: Wild West Landscape Designs — built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Knoxville, TN. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;TN;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Landscapers of Knoxville,,,info@itsthelandscapers.com,(865) 217-6003,,Landscape design build,,Knoxville,TN,,USA,America/New_York,small,,,,,https://itsthelandscapers.com,"Portfolio images are too small and too slow to do six-figure work justice. No project budget bands, and a plain contact form as the only way to start.",,,,,,,cold-outreach,researched,"Subject: your gardens, sorted

Hi [First Name],

Went through Landscapers of Knoxville's work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Let me build it for you. A real homepage for Landscapers of Knoxville, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget","info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Landscape design build in Knoxville, TN. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;landscape-design-build;TN;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,weak-branding",The portfolio does not look like the work: high-end landscape is bought on images and the images are small and slow.,No project budget guidance: the difference between a planting plan and a full build is fifty thousand dollars and the site says neither.,No way to start a conversation properly: a contact form for a six-figure project.,"Portfolio that does the work justice: large, fast, phone-first, by project type.",Project budget bands stated: so the enquiries match the work you want.,Consultation booking with the right questions asked up front.,Design package sold online: a paid first step that qualifies hard.,Maintenance contracts online: recurring revenue off the builds you already did.,9000,"$5,000","$16,000",06082026,,,,
Kiss Me Med Spa,,,info@kissmemedspa.com,(559) 838-0500,,Med spa,,Fresno,CA,,USA,America/Los_Angeles,small,,,,,https://kissmemedspa.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Your reviews do the selling. I read them on my phone at 9pm in Fresno and I was sold. Then I hit a phone number and office hours.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for Kiss Me Med Spa, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Kiss Me Med Spa — built it

Here it is.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Fresno, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;CA;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
Awaken Aesthetics & Anti-Aging,,,info@awakenfresno.com,(559) 712-0120,,Med spa,,Fresno,CA,,USA,America/Los_Angeles,small,,,,,https://awakenfresno.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: your 9pm bookings

Hi [First Name],

Found Awaken Aesthetics & Anti-Aging at 9pm on my phone, the way your next client will. The reviews sold me in about forty seconds. Then the only way to book was a phone number and a front desk that shut at five.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Treatments priced, bookable in two taps, reviews right beside them.

So here's what I'll do. I'll build Awaken Aesthetics & Anti-Aging that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want it?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Awaken Aesthetics & Anti-Aging, as promised.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Fresno, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;CA;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
Spectrum Health Medical Spa,,,info@spectrumhealthmedspa.com,(559) 234-2360,,Med spa,,Fresno,CA,,USA,America/Los_Angeles,small,,,,,https://spectrumhealthmedspa.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Found Spectrum Health Medical Spa at 9pm on my phone, the way your next client will. The reviews sold me in about forty seconds. Then the only way to book was a phone number and a front desk that shut at five.

That's the sale, right there. She books wherever the button is, and you never find out you lost her.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for Spectrum Health Medical Spa, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Here it is.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Fresno, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;CA;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
La Peau Spa,,,info@lapeauspafresno.com,(559) 447-1354,,Med spa,,Fresno,CA,,USA,America/Los_Angeles,small,,,,,https://lapeauspafresno.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. La Peau Spa won on reviews. Then booking meant calling in the morning.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for La Peau Spa, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Here it is.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Fresno, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;CA;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
Aspire Medispa,,,info@medispafresno.com,(559) 435-8477,,Med spa,,Fresno,CA,,USA,America/Los_Angeles,small,,,,,https://medispafresno.com,"Reviews and treatment photos do the selling and both sit below a phone number that stops answering at five. No online booking, no prices, and the whole thing was built for a desktop.",,,,,,,cold-outreach,researched,"Subject: reviews vs booking button

Hi [First Name],

Your reviews do the selling. I read them on my phone at 9pm in Fresno and I was sold. Then I hit a phone number and office hours.

That's the sale, right there. She books wherever the button is, and you never find out you lost her.

Treatments priced, bookable in two taps, reviews right beside them.

Here's my offer. I'll design that page for Aspire Medispa and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: Aspire Medispa — built it

Here it is — Aspire Medispa, as promised.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Med spa in Fresno, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;med-spa;CA;convention-email;has-phone,false,,75,,,"no-booking,not-mobile-friendly,outdated-design","No booking after hours: the decision to book happens at nine at night on a phone, and the only way in is a front desk that shut at five.","Treatments with no prices: she has to ring and ask what tox costs, which is the one call a first-timer will not make.",Reviews doing the selling on the wrong page: the thing that closes her is two clicks from where she lands.,"Booking on the homepage: live at midnight, two taps, no phone call.",Treatment menu with prices: stated plainly so nobody has to ring to find out.,Reviews beside the booking button: the proof and the action on one screen.,Membership signup online: recurring revenue that does not need the front desk.,Automated reminders and rebooking: fewer no-shows without anybody chasing.,10000,"$5,000","$18,000",06082026,,,,
DreamMaker Bath & Kitchen of Bakersfield,,,info@dreammakerbakersfield.com,(661) 837-1117,,Kitchen and bath remodeling,,Bakersfield,CA,,USA,America/Los_Angeles,small,,,,,https://dreammakerbakersfield.com,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at DreamMaker Bath & Kitchen of Bakersfield the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for DreamMaker Bath & Kitchen of Bakersfield, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want it?

[Sender Name]
Bothmade","Subject: here it is

Here it is — DreamMaker Bath & Kitchen of Bakersfield, as promised.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Bakersfield, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;CA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
Pioneer Construction Company,,,info@pioneerroofingsidingwindows.com,(661) 747-5568,,Kitchen and bath remodeling,,Bakersfield,CA,,USA,America/Los_Angeles,small,,,,,https://pioneerroofingsidingwindows.com,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Here's my offer. I'll design that page for Pioneer Construction Company and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Bakersfield, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;CA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
Sorci Construction Services,,,info@sorciconstruction.com,(844) 385-9585,,Kitchen and bath remodeling,,Bakersfield,CA,,USA,America/Los_Angeles,small,,,,,https://sorciconstruction.com,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at Sorci Construction Services the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Sorci Construction Services, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: Sorci Construction Services — built it

Here it is — Sorci Construction Services, as promised.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Bakersfield, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;CA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
Hardt Construction,,,info@hardtconstruction.biz,(661) 333-7541,,Kitchen and bath remodeling,,Bakersfield,CA,,USA,America/Los_Angeles,small,,,,,https://hardtconstruction.biz,"Before-and-afters are the pitch and they are hard to reach on a phone. No budget guidance at all, so every enquiry opens with a conversation about whether they can afford you.",,,,,,,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Your before-and-afters sell this. They're in a small gallery you can't filter, so the woman with a galley kitchen never finds your galley kitchen.

So you spend Tuesday evening quoting jobs that were never real, and the real one went to whoever answered first.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Here's my offer. I'll design that page for Hardt Construction and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: Hardt Construction — built it

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,"info@ on their own domain — the convention, right most of the time. Phone from a published listing. Worth a check before a big send.","Kitchen and bath remodeling in Bakersfield, CA. Researched 6 Aug 2026; email inferred as info@ on their verified domain, phone confirmed on a published listing.",field-run-011;kitchen-and-bath-remodeling;CA;convention-email;has-phone,false,,75,,,"not-mobile-friendly,outdated-design,no-booking",Before-and-afters are the whole pitch and they are hard to reach: a remodel is bought with the eyes.,No budget guidance at all: every enquiry starts with a conversation about whether they can afford you.,No way to book a consultation: the form goes to an inbox and the momentum dies over the weekend.,"Before-and-after galleries by room: sized for a phone, quick to scroll.","Budget ranges stated: typical spend for a kitchen and for a bath, plainly.",Consultation booking online: while they are still looking at the photos.,"Design questionnaire before the visit: a shorter, better first meeting.",Financing pre-qualification: the objection handled before you drive out there.,8500,"$4,000","$15,000",06082026,,,,
