company,contactRole,email,industry,city,state,country,originalWebsite,siteVerdict,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,tags,leadScore,Pain point 1,Pain point 2,Pain point 3,Essential point 1,Essential point 2,Essential point 3,Upsell point 1,Upsell point 2,painPointTags,estimatedValue,lowestEstimate,highestEstimate,dateAdded
Ellison Bronze,Director of Sales,info@ellisonbronze.com,Custom balanced doors,Falconer,NY,USA,https://www.ellisonbronze.com,"Everything is custom, and the site shows finished photographs. There is no way for an architect to see their own size, material and stile configuration, so every enquiry starts from zero.",cold-outreach,researched,"Subject: Every enquiry starts from zero

Hi [First Name],

I went through ellisonbronze.com the way an architect on a civic entrance would: a monumental door that has to feel weighted, in bronze, at an opening size that's already fixed by the facade drawing.

The product is unusual in a way that matters — a balanced door is a genuinely different thing from a pivot, and the ones you've made are in buildings people photograph.

But there's a structural problem underneath it that isn't anyone's fault. Everything you make is custom, and a website can only show photographs of what you made for someone else. So the architect can see beautiful doors and cannot see theirs: their opening size, their material, their stile width, their glass. Every enquiry therefore starts from zero — your team asks the same three questions before a quote can begin — and a proportion of those enquiries were never real projects at all. Meanwhile the mechanism, which is the entire reason to specify a balanced door, is explained in a paragraph most architects skim.

I built one screen to show what a custom door looks like when the architect can configure theirs before they contact anyone. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Opening size, material, stile width and glass down the side; the door draws itself in the middle. Underneath, the balanced mechanism shown moving rather than described — it's the argument for the whole product and right now it's a paragraph. The enquiry that comes off the end carries the configuration, so your first call starts after the three questions instead of before them.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions, whether or not this goes anywhere: how much configuration is safe to show before someone talks to your team? And is restoration of your older doors a line you want more of, or one you'd rather not encourage?

[Sender Name]","Everything you make is custom and the site shows finished photographs — so an architect has no way to see their own door before starting a conversation, and every enquiry starts from zero.","Heritage manufacturer, long lead times. The restoration angle is a second revenue line their site ignores entirely.",specialty-doors;configurator;field-run-002,81,A fully custom product represented only by photographs of other people's buildings.,Balanced-door mechanics — the reason to buy one — are explained in text an architect skims.,"Enquiries arrive without size, material or configuration, so quoting starts with three questions.","Door configurator: size, material, stile width and glass, drawn as you choose. | $10,600","Balanced mechanism explained visually, since it is the entire purchase argument. | $5,800","Enquiry that arrives with a configuration and an opening size attached. | $4,000","Finish library shown on a door rather than as chips. | $4,400","Restoration route for the doors of yours already in buildings. | $3,800",outdated-design;manual-processes,24000,"$16,000","$34,000",06082026
Lorin Industries,Director of Sales,info@lorin.com,Coil anodized aluminum,Muskegon,MI,USA,https://www.lorin.com,"Sells coil to fabricators and OEMs, and the site shows flat colour chips. Nobody buying it is making something flat, so the finish is judged in a form it will never be used in.",cold-outreach,researched,"Subject: Shown flat, used formed

Hi [First Name],

I went through lorin.com the way a fabricator would: anodized coil for a formed facade panel, in a champagne tone, at a gauge that survives a brake without the finish crazing.

The anodizing itself is a real technical advantage and the durability argument is well made — this is not a coating and the site is right to insist on that.

But there's a structural problem underneath it that isn't anyone's fault. Your finishes are shown as flat chips, and nobody who buys anodized coil is making something flat. They form it, bend it, perforate it, and the finish reads completely differently once it has a radius and a shadow on it. So the material is judged in the one state it will never be used in. Alongside that, availability — alloy, gauge, coil width — is a conversation rather than a page, so a fabricator who could qualify themselves in thirty seconds has to email instead.

I built one screen to show what your finishes look like on formed material, with availability attached. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Finishes down the left, and the panel in the middle shown formed and lit rather than as a chip — a radius, a fold, a shadow — because that's how the material actually gets seen. Alloy, gauge and width availability sit on the same card, so a fabricator can qualify themselves without emailing anyone. That's the bit that can't happen today.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions I'd genuinely like your view on either way: is gauge the constraint fabricators hit most, or width? And would you separate the architect path from the OEM path, or does one page still serve both?

[Sender Name]","You sell coil to people who form it, and your finishes are shown as flat chips — nobody buying anodized coil is making something flat.","The ""shown flat, used formed"" observation is the sharp one — it demonstrates we understand their material.",architectural-metal;visual-selection;field-run-002,82,"Finishes shown flat, when every customer forms, bends or perforates the material.","Alloy, gauge and coil width availability is a conversation rather than a page.",Two very different audiences — architects specifying and OEMs buying — get one presentation.,"Finish viewer showing the material formed and lit, not as a flat chip. | $9,400","Availability by alloy, gauge and width so buyers can qualify themselves. | $5,800","Separate paths for specification and for volume purchasing. | $4,600","Sample program for fabricators, ordered by alloy and gauge rather than colour alone. | $3,800","Application archive showing the finish in formed products. | $3,400",outdated-design;manual-processes;poor-seo,23000,"$15,000","$33,000",06082026
Linetec,Director of Marketing,sales@linetec.com,Architectural metal finishing services,Wausau,WI,USA,https://www.linetec.com,"A finishing service with an enormous colour library, presented as PDF colour cards. The library is the product and it is not searchable.",cold-outreach,researched,"Subject: The colour library is the product

Hi [First Name],

I went through linetec.com the way an architect finishing a curtain wall would: a specific anodize tone, matched across two extruders, with an AAMA specification the glazing contractor will accept and a sample in hand before the mockup review.

The finishing capability is not in doubt — the range of finishes you hold is one of the largest in the country, and that is exactly the point.

But there's a structural problem underneath it that isn't anyone's fault. That library is your product, and it lives in PDF colour cards. Thousands of finishes that cannot be searched, cannot be filtered by gloss or specification, and cannot be matched against a reference the architect is holding. A website can show a colour card as an image; it cannot let anyone find anything in it. So the search happens by email with your team, and the architect who wanted to browse for ten minutes at 9pm goes to whoever put their colours on a page.

I built one screen to show what your library looks like when it's searchable. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Search at the top, filters down the left — finish type, gloss, specification, family — and the library narrows live. There's a match entry too: paste or pick a reference and the closest finishes come back, which is the bit that can't happen today and the request I'd guess your team fields most.

It's a static design rather than a working build, so nothing clicks, and the colours on screen are approximations — no screen is a colour card and I wouldn't pretend otherwise.

Two questions I'd like your answer to either way: is gloss the filter architects reach for, or is it the specification? And is matching-from-a-reference something you'd want automated, or does it need your people every time?

[Sender Name]","Your colour library is the product and it lives in PDF colour cards — thousands of finishes that cannot be searched, filtered or matched.",The library is a genuine asset sitting inside PDFs. Making it searchable is the entire pitch.,finishing;catalogue-depth;field-run-002,86,"A vast colour library distributed as PDF cards, so the core asset is unsearchable.","No way to filter by finish type, gloss, AAMA specification or LEED contribution.",Architects and glazing contractors want different things from the same library and get one presentation.,"Searchable colour library filtering on finish type, gloss level and specification. | $11,600","Colour matching entry: bring a reference, see the closest finishes. | $6,400","Sample ordering from the library rather than from a separate form. | $3,800","Specification text generation per finish for the architect's spec section. | $4,600","Contractor-facing lead time and capacity view. | $4,800",outdated-design;poor-seo;manual-processes,30000,"$20,000","$42,000",06082026
McElroy Metal,Director of Marketing,info@mcelroymetal.com,Metal roofing and building components,Bossier City,LA,USA,https://www.mcelroymetal.com,"Serves contractors, architects and post-frame builders from one catalogue, so every visitor sifts through two audiences worth of product to find their own.",cold-outreach,researched,"Subject: Three audiences, one catalogue

Hi [First Name],

I went through mcelroymetal.com as a roofing contractor would on a Monday morning: a standing seam panel for a re-roof, a colour the customer picked from a chip, and a need to know which of your plants has it in stock this week.

The manufacturing footprint is a real advantage — a plant near the job is worth more than a catalogue.

But there's a structural problem underneath it that isn't anyone's fault. Contractors, architects and post-frame builders all arrive at the same catalogue, and they want three different things in three different vocabularies. The contractor wants stock, coverage and price. The architect wants profile, finish and warranty. The post-frame builder wants something else again. So each of them wades through two audiences worth of product to find their own, and the fact that has the most commercial value — which plant has it, now — is a separate journey on a map page.

I built one screen to show what it looks like when the site asks who you are first and puts availability on the panel. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Who you are at the top — contractor, architect, builder — and the catalogue below narrows to what that person actually buys. Each panel carries rib height, coverage and the nearest plant that stocks it, so the availability question gets answered on the product rather than on a map. That's the bit that can't happen today.

It's a static design rather than a working build, so nothing clicks. I'd rather show the idea honestly than fake a demo.

Two questions I'd genuinely like your view on either way: is live stock something you could ever show, or is a ""stocked at"" list the realistic version? And are those the right three audiences?

[Sender Name]","Contractors, architects and post-frame builders arrive for completely different products and all three get the same catalogue.",Contractor repeat ordering is the sleeper here — they order the same panels weekly and do it by phone.,metal-roofing;navigation;field-run-002,81,Three audiences with different vocabularies share one product catalogue.,"Panel profiles are shown as drawings without a way to compare rib height, coverage and application.",Nearest-location stock and availability is a separate journey from the product.,"Audience-first entry with the catalogue filtered accordingly. | $8,400","Profile comparison: rib height, coverage, gauge and application side by side. | $6,200","Location and availability attached to the panel rather than on a map page. | $4,000","Colour visualiser on a building type rather than a chip. | $5,600","Contractor account with repeat ordering by project. | $4,800",outdated-design;manual-processes;poor-seo,25000,"$16,000","$36,000",06082026
Marco Specialty Steel,Director of Sales,sales@marcospecialtysteel.com,"Perforated, expanded and specialty metal distribution",Houston,TX,USA,https://www.marcospecialtysteel.com,"A distributor whose advantage is stock, on a website that shows a product catalogue and never mentions what is actually on the floor.",cold-outreach,researched,"Subject: Nobody calls a distributor for the catalogue

Hi [First Name],

I went through marcospecialtysteel.com as a fabricator would with a job on the floor: perforated stainless, 16 gauge, needed in two sheets, needed this week, and whoever can confirm they've got it gets the order.

The range you carry is broad and the fabrication services are a genuine differentiator against a pure catalogue seller.

But there's a structural problem underneath it that isn't anyone's fault. Nobody calls a distributor because of the catalogue — they call because of what's on the floor. Availability is the entire reason your business exists, and it appears nowhere on the website. So a fabricator who could have qualified in thirty seconds has to phone, and your inside sales team spends its day answering ""do you have"" instead of quoting. Meanwhile the quote requests that do come in arrive as free text, so each one starts with a clarifying call before anyone can price it.

I built one screen to show what it looks like when the site leads with what you have rather than what you sell. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Material, pattern, gauge and sheet size down the left; results to the right, each showing whether it's on the floor, at another branch, or a mill order. That's the bit that can't happen today and it's the only question your callers actually have.

Underneath, a quote request that captures spec, quantity and cut requirements as fields rather than as a paragraph, so nothing needs a clarifying call before it can be priced.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions either way: could stock ever be live from your system, or would a weekly figure be the realistic version? And is cut-to-size something you'd want people ordering without a conversation?

[Sender Name]","Your advantage is what is on the floor today, and the website is a product catalogue that never mentions stock.","Distribution, not manufacturing — the pitch is speed and availability, never brand.",distribution;inventory;field-run-002,80,"The whole reason to call a distributor is availability, and availability appears nowhere.","Perforated, expanded, wire cloth and bar grating share one flat catalogue with no filtering.","Quote requests arrive as free text, so every one starts with a clarifying phone call.","Stock-first product finder: material, pattern, gauge and sheet size, with availability shown. | $9,800","Structured quote request that captures spec, quantity and cut requirements. | $4,600","Category filtering across perforated, expanded, wire cloth and grating. | $5,200","Cut-to-size ordering with pricing logic. | $6,400","Account reordering for the fabricators who buy the same sheet monthly. | $4,200",outdated-design;manual-processes;poor-seo,21000,"$14,000","$31,000",06082026
Gordon Incorporated,Director of Sales,info@gordon-inc.com,"Metal ceilings, wall systems and interior products",Bossier City,LA,USA,https://www.gordon-inc.com,"A wide interior product range with real technical depth, presented as a product list where the acoustic and access requirements that drive selection are unfilterable.",cold-outreach,researched,"Subject: Access is the filter nobody offers

Hi [First Name],

I went through gordon-inc.com the way an architect on an airport concourse would: a metal ceiling that meets an acoustic target, in panels big enough to look calm, that maintenance can get above without a scaffold and a bad afternoon.

The product depth is real and the technical documentation behind it is better than the category average.

But there's a structural problem underneath it that isn't anyone's fault. Two things decide a metal ceiling: the acoustic value and how you get above it. Neither is something your site can be asked about. The products are listed, the data exists in a document library, and the architect has to open products one at a time to discover which ones do what they need. Then ceiling, wall and column products — which get specified together for one space — are presented apart, so the coordination that makes a concourse look like one idea has to be assembled by hand.

I built one screen to show what it looks like when the acoustic value and the access type are the filters. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Acoustic target and access type at the top — downward access, lay-in, concealed — and the systems that satisfy both underneath, each carrying its data on the card. Choose one and the coordinating wall and column products come with it, which is the bit that can't happen today.

It's a static design rather than a working build, so nothing clicks. I'd rather show the idea honestly than fake a demo.

Two questions I'd genuinely like your view on either way: is access the second filter, or does panel size beat it? And do ceiling and wall genuinely get specified together on your projects, or is that a story?

[Sender Name]","Acoustic performance and access requirements drive every ceiling selection you sell into, and neither is something your site can be asked about.",Access requirements — how you get above the ceiling — is the unglamorous filter nobody offers and everybody needs.,interiors;spec-data;field-run-002,80,Acoustic values and access requirements decide the selection and are not filters.,"Ceiling, wall and column products are listed apart although they get specified together.",Technical documents sit in one library rather than on the products they describe.,"Requirement-first ceiling selector: acoustic value, access type, panel size. | $9,200","Coordinated view of ceiling, wall and column products for one space. | $5,800","Technical data on the product rather than in a general library. | $4,000","Detail library for the trades installing it. | $3,600","Submittal pack generated per specified system. | $4,800",outdated-design;manual-processes;poor-seo,23000,"$15,000","$33,000",06082026
Glen-Gery,Director of Marketing,info@glengery.com,Brick and masonry products,Wyomissing,PA,USA,https://www.glengery.com,"A very large brick range made at plants across the country, and no way to see which of it is actually available in the region a project is being built in.",cold-outreach,researched,"Subject: Specified in Boston, made in Iowa

Hi [First Name],

I went through glengery.com the way an architect would on a mid-rise in New England: a face brick in a specific tone, in a size that suits the module, that will actually turn up on a truck without an eight-week surprise.

The range is one of the deepest in the country and the plant network behind it is a genuine advantage over a single-plant competitor.

But there's a structural problem underneath it that isn't anyone's fault. Brick is a national catalogue and a regional purchase. Which of your range is available where the project is being built decides whether a specification is real, and the site doesn't say. So an architect specifies from a beautiful grid of colours, the distributor tells them six weeks later that the brick comes from a plant nine hundred miles away, and the substitution that follows is a competitor's product. Every one of those is a spec you won a year earlier and lost at the last minute.

I built one screen to show what your range looks like when availability is attached to the brick. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Region at the top, filters down the left — tone, texture, size, classification — and the range narrows to what can actually be delivered there. Each brick shows the plant that makes it and the distributor who carries it, which is the bit that can't happen today and the reason specs get substituted at the last minute.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions I'd genuinely like your view on either way: is region the right unit, or does it need to be a distance from the project? And would showing availability this plainly cause problems with your distributors?

[Sender Name]","Your brick is made at plants across the country and specified regionally, and nothing on the site tells an architect which of the range they can actually get where they are building.",Regional availability is the argument. Architects specify bricks they cannot get and blame the manufacturer.,masonry;availability;field-run-002,85,"Regional availability decides whether a brick can be specified, and it is invisible on the site.","The colour range is a grid with no filtering by texture, size or ASTM classification.",Distributors and the specification are two separate journeys with nothing tying them together.,"Availability by region shown on the brick itself, so specifications land buildable. | $9,600","Colour selector filtering on tone, texture, size and classification. | $7,200","Distributor routing attached to the selected brick and territory. | $3,800","Wall-scale preview with mortar colour, where the real decision happens. | $6,200","Sample requests grouped per project across several bricks. | $3,400",outdated-design;manual-processes;poor-seo,29000,"$19,000","$41,000",06082026
The Belden Brick Company,Director of Sales,info@beldenbrick.com,Face brick and paving brick manufacturing,Canton,OH,USA,https://www.beldenbrick.com,The size range is the differentiator — more sizes than almost anyone — and size is not something the site lets you filter or even browse by.,cold-outreach,researched,"Subject: Your best argument isn't a filter

Hi [First Name],

I went through beldenbrick.com the way an architect resolving a facade module would: a brick in a size that makes the coursing work without a cut at every opening, in a colour that survives a client review, in something available this year.

The size range is your real argument. Very few manufacturers carry the number of sizes you do, and on the right project that decides the job outright.

But there's a structural problem underneath it that isn't anyone's fault. Size is not something the website lets anyone browse or filter by. It's mentioned, and then the visitor is handed a grid of colours like everybody else's — so the one advantage you have over every competitor is invisible at exactly the moment it would matter. The architect who has a coursing problem, and would choose you specifically to solve it, has no way to ask.

I built one screen to show what your range looks like when size is the way in. Inside your existing site, nothing redesigned. Two minutes to look at, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Size first — every size you make, across the top — and the colours available in it underneath. Pick one and it lays up at wall scale in the bond you choose, so the coursing can be seen rather than calculated. That's the bit that can't happen today, and it's the argument only you can make.

It's a static design rather than a working build, so nothing clicks. I'd rather show the idea honestly than fake a demo.

Two questions, whether this goes anywhere or not: do architects come to you because of a size problem, or do they discover the sizes once they're already talking to you? And is coursing the right thing to show, or is it the face dimension?

[Sender Name]","Your size range is the thing competitors cannot match, and size is not something a visitor can filter or browse by.","Family-run, long-established, proud of the size range. Compliment it first — it is genuinely their moat.",masonry;visual-selection;field-run-002,82,"Size is the differentiator and it is not a filter, so the advantage is invisible.",Colours are browsed as a grid with texture and blend nested inside individual pages.,Nothing shows a brick laid up at wall scale in the size being considered.,"Size-first browsing, since it is the advantage nobody else has. | $7,400","Colour and texture filtering across the whole range. | $6,000","Wall-scale preview at the chosen size and bond. | $6,400","Blend builder for custom colour mixes. | $5,200","Project archive filtered by brick rather than by building type. | $3,200",outdated-design;manual-processes,24000,"$16,000","$35,000",06082026
Elgin Butler,Director of Sales,info@elginbutler.com,Architectural and glazed structural brick,Austin,TX,USA,https://www.elginbutler.com,"Glazed structural brick is a specialty product specified for schools and transit, and the site presents it as a colour range with the performance case left implicit.",cold-outreach,researched,"Subject: You're selling a colour range, they're buying fifty years

Hi [First Name],

I went through elginbutler.com the way a school district architect would: a corridor that gets hit by a thousand backpacks a day, has to be cleaned with something industrial, and has to still look like a school in 2075.

Glazed structural brick is genuinely the right answer to that question, and the colours you make are better than the category deserves.

But there's a structural problem underneath it that isn't anyone's fault. The site sells a colour range, and the buyer is buying fifty years. The lifecycle argument — against painted block, against tile, against everything a value engineer will suggest instead — is the thing that wins the job, and it is implicit rather than made. A district facilities director who is being asked to justify the cost has nothing to take to a board meeting. And the colours themselves are shown as chips, so nobody can see the corridor they'd actually be building.

I built one screen to show what it looks like when the lifecycle case comes first and the colours are shown at wall scale. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

The lifecycle comparison at the top — glazed brick against painted block and tile, over fifty years, with maintenance in it — then the colours below, shown as a corridor at wall scale rather than as chips. The comparison is the bit that can't happen today and the thing a facilities director needs for a board meeting.

The numbers in that comparison are mine, not yours. They're placeholders and they're exactly what I'd want you to correct — I'd rather show you the idea honestly than fake a demo.

Two questions either way: do you have real maintenance-cost data, or is that an argument made anecdotally? And is the comparison against painted block, or against something else now?

[Sender Name]","Glazed structural brick gets specified because it survives a school corridor for fifty years, and the site sells it as a colour range.",School districts buy on lifecycle cost. Nobody in this category makes that argument with numbers.,masonry;spec-data;field-run-002,79,The durability and lifecycle argument — the actual reason to specify it — is implicit rather than made.,Colours are shown as chips with no way to see a corridor or a wall at scale.,Shapes and trim units are listed apart from the wall they belong in.,"Lifecycle-first case for glazed brick against painted block and tile, with the numbers. | $6,800","Colour selector with wall and corridor previews rather than chips. | $6,400","Shapes and trim shown as part of the assembly. | $4,200","School and transit project archive indexed by colour and shape. | $3,400","Sample and spec bundle per project. | $2,900",outdated-design;poor-seo;manual-processes,19000,"$12,000","$28,000",06082026
Crossville,Director of Marketing,info@crossvilleinc.com,Porcelain tile manufacturing,Crossville,TN,USA,https://www.crossvilleinc.com,"Collections are beautifully presented and the technical attributes that decide commercial specifications — slip rating, thickness, format — are nested inside them rather than filterable across.",cold-outreach,researched,"Subject: Collections are how you organise it, not how they choose it

Hi [First Name],

I went through crossvilleinc.com the way a commercial designer would: a large-format porcelain for a hotel lobby that continues outside onto a terrace, so it needs a slip rating that works wet and a thickness that works over a pedestal system.

The collections are genuinely well made — the photography and the styling are ahead of most of the category, and the domestic manufacturing story is worth telling.

But there's a structural problem underneath it that isn't anyone's fault. Collections are how a manufacturer organises a range; they aren't how a commercial specifier chooses. That decision starts with elimination — slip rating, thickness, format — and only then becomes visual. Your technical attributes are nested inside collections, so there's no way to ask the site which tiles across the whole range are rated for a wet terrace at 20mm. The designer opens collection after collection, or asks a rep, or specifies something they already know.

I built one screen to show what it looks like when those attributes filter across everything. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Slip rating, thickness, format and finish across the top, filtering every collection at once, with the collections kept as a label on each result rather than as the way in. That cross-collection view is the bit that can't happen today.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions I'd genuinely like your view on, whether or not this goes anywhere: does cutting across collections undermine how they're meant to be sold, or does it only help? And is thickness a filter your commercial specifiers use, or is it decided later with the installer?

[Sender Name]","Commercial tile is eliminated on slip rating, thickness and format before anyone looks at the colour, and those live inside your collections rather than across them.","Collections are a marketing structure, not a buying structure. Say that carefully — someone owns those collections.",tile;spec-data;field-run-002,84,"Technical attributes are nested inside collections, so cross-collection filtering is impossible.",Commercial and residential buyers share one presentation despite eliminating on different things.,Sample and spec requests are separate from the tile that prompted them.,"Cross-collection filtering on slip rating, thickness, format and finish. | $10,200","Commercial entry that starts from application rather than from collection. | $6,400","Samples and specs requested from the tile on screen. | $3,800","Floor-scale preview with grout colour. | $5,800","Designer accounts with saved boards per project. | $4,200",manual-processes;poor-seo,28000,"$19,000","$40,000",06082026
Delta Millworks,Director of Sales,info@deltamillworks.com,Charred and finished wood siding,Austin,TX,USA,https://www.deltamillworks.com,"Species, char level, brushing and finish multiply into hundreds of results, presented as named products — so the combination an architect wants has to be described in an email.",cold-outreach,researched,"Subject: Species × char × brushing × finish

Hi [First Name],

I went through deltamillworks.com the way an architect on a modern house would: charred cypress, a char deep enough to read as black in shade, brushed enough that it doesn't come off on a hand, in a finish the client won't have to think about for a decade.

The material is beautiful and the photography does it justice — this is a product that sells itself when someone can see it properly.

But there's a structural problem underneath it that isn't anyone's fault. Species times char level times brushing times finish is several hundred valid results, and a website can only present a handful of named products. So everything else — including whatever the architect actually wants — exists only in a conversation with your team, or on a sample that takes a week to arrive and shows one board rather than an elevation. The decision that would take five minutes on a screen takes two weeks by post.

I built one screen to show what those variables look like when they're on the page. Inside your existing site, your brand untouched. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Species, char level, brushing and finish down the side; the board updates as you move them, and there's an elevation view because a single board and a wall of it are not the same decision. That elevation is the bit that can't happen today, and it's where most of the surprises come from.

It's a static design rather than a working build, so nothing clicks, and the boards are drawn rather than photographed at every combination. I'd rather show you the idea honestly than fake a demo.

Two questions, whether or not this goes anywhere: is char level the variable architects get wrong most? And would showing how a finish weathers over five years help you, or start arguments?

[Sender Name]","Species times char level times brushing times finish is hundreds of results, and the site presents a few named products — the rest exists only in conversation.","Architect-led, design-driven buyer. The weathering view is the one nobody else can show and everybody asks about.",timber;visual-selection;field-run-002,84,Hundreds of valid combinations presented as a handful of named products.,Char level and brushing change the material completely and cannot be varied on screen.,"Samples are the only way to see a combination, and they take a week.","Combination viewer: species, char, brushing and finish, shown at board scale. | $9,800","Elevation preview so the material is judged at building scale, not board scale. | $6,400","Sample requests carrying the exact combination. | $3,400","Weathering preview showing how a finish moves over five years. | $5,600","Architect accounts with saved combinations per project. | $3,400",manual-processes;disconnected-tools,23000,"$15,000","$33,000",06082026
Montana Timber Products,Director of Sales,info@montanatimberproducts.com,Reclaimed and finished wood siding,Kalispell,MT,USA,https://www.montanatimberproducts.com,"Profiles, textures and finishes are shown as separate product pages, and the thing a client actually approves — a wall of it in one finish — is never shown.",cold-outreach,researched,"Subject: A board and a wall are different decisions

Hi [First Name],

I went through montanatimberproducts.com the way a custom home builder would: siding for a mountain house, a texture that reads rustic without reading fake, in a finish that survives a Montana winter and a client who will approve it from a photo.

The material is the strength and the finishing work clearly gets done properly, which in reclaimed siding is not a given.

But there's a structural problem underneath it that isn't anyone's fault. Profile, texture and finish are three pages, and they get chosen together as one decision. Worse, every product is photographed as a board — and nobody approves a board. The homeowner approves a wall. So the builder shows a client a photograph of six inches of timber, the client says yes, and then the elevation goes up and the conversation starts again. That gap is where change orders live.

I built one screen to show what your material looks like at wall scale, with the combination selectable. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Profile, texture and finish across the top, and a wall underneath rather than a board — because that's what the homeowner is actually approving, and it's the bit that can't happen today. The sample request carries the exact combination, so nobody's ordering ""the grey one"".

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions I'd like your answer to either way: do your builders show clients the website directly, or do they present their own boards? And is finish the change-order risk, or is it texture?

[Sender Name]","A homeowner approves a wall, not a board, and every product on the site is photographed as a board.","Builders are the repeat buyer, homeowners are the approver. Build for the builder, show for the homeowner.",timber;visual-selection;field-run-002,78,"Profile, texture and finish are separate pages although they get chosen together.","Nothing shows the siding at wall scale, which is the only scale a client approves at.",Dealers and direct buyers arrive at the same page with different questions.,"Profile × texture × finish viewer with a wall-scale preview. | $8,600","Dealer and direct routing so each buyer gets the right next step. | $3,800","Sample request carrying the combination. | $3,200","Elevation mock-up tool for builders presenting to homeowners. | $5,400","Regional dealer availability. | $3,000",outdated-design;manual-processes,18000,"$12,000","$27,000",06082026
Trussbilt,Director of Business Development,sales@trussbilt.com,"Detention doors, frames and security hollow metal",St. Paul,MN,USA,https://www.trussbilt.com,"Security grades and detention standards decide every specification here, and the site is organised by product type with the grades described inside each one.",cold-outreach,researched,"Subject: Everything starts from the grade

Hi [First Name],

I went through trussbilt.com the way a detention contractor would: a housing unit, a security grade set by the corrections consultant, and an assembly of door, frame and hardware that has to be certified as a unit rather than as three good parts.

The manufacturing credibility is obvious — this is clearly a company that has been doing detention work for a long time and knows what the environment does to a product.

But there's a structural problem underneath it that isn't anyone's fault. Every specification in this category starts from a security grade, and the site is organised by product type, so the grade — the one thing everyone arrives with — has to be discovered inside each product page. And the certification that actually matters is on the assembly, not on the door alone, while the site presents doors, frames and windows separately. So the person specifying has to reassemble your catalogue in their head to find out what is certified together.

I built one screen to show what it looks like when the grade filters first and the assembly holds together. Inside your existing site, nothing redesigned. Two minutes, and I won't chase you about it.

Want me to send it over?

[Sender Name]
Bothmade","Subject: Here it is

Here it is.

Security grade at the top, and underneath it the assemblies that hold it — door, frame, hardware, window — as one thing with the certification on the card. That assembly view is the bit that can't happen today, and it's the question your inside team probably answers most.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions I'd genuinely like your view on either way: is grade the right first filter, or is it facility type? And are there assemblies you'd rather not publish because they get value-engineered apart?

[Sender Name]","Every specification in detention starts from a security grade, and your site is organised by product type with the grades described one product at a time.","Detention contractors are a small, repeat audience — the assembly view saves them real time and they will notice.",detention;spec-data;field-run-002,81,Security grade is the first filter in every detention specification and it is not a filter.,"Doors, frames and windows get specified as an assembly and are presented separately.",Test data and certifications sit in a general library rather than on the products they certify.,"Grade-first selector across doors, frames and windows. | $9,400","Assembly view: door, frame and hardware that are certified together. | $6,600","Certifications attached to each product rather than filed centrally. | $4,200","Submittal package per opening for the detention contractor. | $5,400","Retrofit route for the facilities already running your product. | $3,600",outdated-design;poor-seo;manual-processes,24000,"$16,000","$34,000",06082026
