vertical,niche,metro,mapsQuery,keepIf,typicalWebBudget,whyTheyBuy,targetRows
Professional services,Wealth management,"Newport Beach, CA","wealth management advisor Newport Beach, CA",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Irvine, CA","wealth management advisor Irvine, CA",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"San Diego, CA","wealth management advisor San Diego, CA",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Beverly Hills, CA","wealth management advisor Beverly Hills, CA",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Bellevue, WA","wealth management advisor Bellevue, WA",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Denver, CO","wealth management advisor Denver, CO",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Austin, TX","wealth management advisor Austin, TX",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Dallas, TX","wealth management advisor Dallas, TX",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"The Woodlands, TX","wealth management advisor The Woodlands, TX",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Naples, FL","wealth management advisor Naples, FL",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Boca Raton, FL","wealth management advisor Boca Raton, FL",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Miami, FL","wealth management advisor Miami, FL",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Atlanta, GA","wealth management advisor Atlanta, GA",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Charlotte, NC","wealth management advisor Charlotte, NC",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Nashville, TN","wealth management advisor Nashville, TN",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Chicago, IL","wealth management advisor Chicago, IL",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Greenwich, CT","wealth management advisor Greenwich, CT",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Bethesda, MD","wealth management advisor Bethesda, MD",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
Professional services,Wealth management,"Summerlin, NV","wealth management advisor Summerlin, NV",rating >= 4.4 AND reviews >= 40 AND has website AND website is not Wix/Squarespace-default AND no online booking,$8k-25k,"Fee-based on AUM, compliance-shy, sites a decade old and they know it.",5
